14	1220000	0	0	0	0
14	1230000	0	0	0	0
14	1240000	0	0	0	0
14	1250000	0	0	0	0
14	1260000	0	0	0	0
14	1270000	0	0	0	0
14	1280000	0	0	0	0
14	1290000	0	0	0	0
14	1300000	0	0	0	0
14	1310000	0	0	0	0
14	1320000	0	0	0	0
14	1330000	0	0	0	0
14	1340000	0	0	0	0
14	1350000	0	0	0	0
14	1360000	0	0	0	0
14	1370000	0	0	0	0
14	1380000	0	0	0	0
14	1390000	0	0	0	0
14	1400000	0	0	0	0
14	1410000	0	0	0	0
14	1420000	0	0	0	0
14	1430000	0	0	0	0
14	1440000	0	0	0	0
14	1450000	0	0	0	0
14	1460000	0	0	0	0
14	1470000	0	0	0	0
14	1480000	0	0	0	0
14	1490000	0	0	0	0
14	1500000	0	0	0	0
14	1510000	0	0	0	0
14	1520000	0	0	0	0
14	1530000	0	0	0	0
14	1540000	0	0	0	0
14	1550000	0	0	0	0
14	1560000	0	0	0	0
14	1570000	0	0	0	0
14	1580000	0	0	0	0
14	1590000	0	0	0	0
14	1600000	0	0	0	0
14	1610000	0	0	0	0
14	1620000	0	0	0	0
14	1630000	0	0	0	0
14	1640000	0	0	0	0
14	1650000	0	0	0	0
14	1660000	0	0	0	0
14	1670000	0	0	0	0
14	1680000	0	0	0	0
14	1690000	0	0	0	0
14	1700000	0	0	0	0
14	1710000	0	0	0	0
14	1720000	0	0	0	0
14	1730000	0	0	0	0
14	1740000	0	0	0	0
14	1750000	0	0	0	0
14	1760000	0	0	0	0
14	1770000	0	0	0	0
14	1780000	0	0	0	0
14	1790000	0	0	0	0
14	1800000	0	0	0	0
14	1810000	0	0	0	0
14	1820000	0	0	0	0
14	1830000	0	0	0	0
14	1840000	0	0	0	0
14	1850000	0	0	0	0
14	1860000	0	0	0	0
14	1870000	0	0	0	0
14	1880000	0	0	0	0
14	1890000	0	0	0	0
14	1900000	0	0	0	0
14	1910000	0	0	0	0
14	1920000	0	0	0	0
14	1930000	0	0	0	0
14	1940000	0	0	0	0
14	1950000	0	0	0	0
14	1960000	0	0	0	0
14	1970000	0	0	0	0
14	1980000	0	0	0	0
14	1990000	0	0	0	0
14	2000000	0	0	0	0
14	2010000	0	0	0	0
14	2020000	0	0	0	0
14	2030000	0	0	0	0
14	2040000	0	0	0	0
14	2050000	0	0	0	0
14	2060000	0	0	0	0
14	2070000	0	0	0	0
14	2080000	0	0	0	0
14	2090000	0	0	0	0
14	2100000	0	0	0	0
14	2110000	0	0	0	0
14	2120000	0	0	0	0
14	2130000	0	0	0	0
14	2140000	0	0	0	0
14	2150000	0	0	0	0
14	2160000	0	0	0	0
14	2170000	0	0	0	0
14	2180000	0	0	0	0
14	2190000	0	0	0	0
14	2200000	0	0	0	0
14	2210000	0	0	0	0
14	2220000	0	0	0	0
14	2230000	0	0	0	0
14	2240000	0	0	0	0
14	2250000	0	0	0	0
14	2260000	0	0	0	0
14	2270000	0	0	0	0
14	2280000	0	0	0	0
14	2290000	0	0	0	0
14	2300000	0	0	0	0
14	2310000	0	0	0	0
14	2320000	0	0	0	0
14	2330000	0	0	0	0
14	2340000	0	0	0	0
14	2350000	0	0	0	0
14	2360000	0	0	0	0
14	2370000	0	0	0	0
14	2380000	0	0	0	0
14	2390000	0	0	0	0
14	2400000	0	0	0	0
14	2410000	0	0	0	0
14	2420000	0	0	0	0
14	2430000	0	0	0	0
14	2440000	0	0	0	0
14	2450000	0	0	0	0
14	2460000	0	0	0	0
14	2470000	0	0	0	0
14	2480000	0	0	0	0
14	2490000	0	0	0	0
14	2500000	0	0	0	0
14	2510000	0	0	0	0
14	2520000	0	0	0	0
14	2530000	0	0	0	0
14	2540000	0	0	0	0
14	2550000	0	0	0	0
14	2560000	0	0	0	0
14	2570000	0	0	0	0
14	2580000	0	0	0	0
14	2590000	0	0	0	0
14	2600000	0	0	0	0
14	2610000	0	0	0	0
14	2620000	0	0	0	0
14	2630000	0	0	0	0
14	2640000	0	0	0	0
14	2650000	0	0	0	0
14	2660000	0	0	0	0
14	2670000	0	0	0	0
14	2680000	0	0	0	0
14	2690000	0	0	0	0
14	2700000	0	0	0	0
14	2710000	0	0	0	0
14	2720000	0	0	0	0
14	2730000	0	0	0	0
14	2740000	0	0	0	0
14	2750000	0	0	0	0
14	2760000	0	0	0	0
14	2770000	0	0	0	0
14	2780000	0	0	0	0
14	2790000	0	0	0	0
14	2800000	0	0	0	0
14	2810000	0	0	0	0
14	2820000	0	0	0	0
14	2830000	0	0	0	0
14	2840000	0	0	0	0
14	2850000	0	0	0	0
14	2860000	0	0	0	0
14	2870000	0	0	0	0
14	2880000	0	0	0	0
14	2890000	0	0	0	0
14	2900000	0	0	0	0
14	2910000	0	0	0	0
14	2920000	0	0	0	0
14	2930000	0	0	0	0
14	2940000	0	0	0	0
14	2950000	0	0	0	0
14	2960000	0	0	0	0
14	2970000	0	0	0	0
14	2980000	0	0	0	0
14	2990000	0	0	0	0
14	3000000	0	0	0	0
14	3010000	0	0	0	0
14	3020000	0	0	0	0
14	3030000	0	0	0	0
14	3040000	0	0	0	0
14	3050000	0	0	0	0
14	3060000	0	0	0	0
14	3070000	0	0	0	0
14	3080000	0	0	0	0
14	3090000	0	0	0	0
14	3100000	0	0	0	0
14	3110000	0	0	0	0
14	3120000	0	0	0	0
14	3130000	0	0	0	0
14	3140000	0	0	0	0
14	3150000	0	0	0	0
14	3160000	0	0	0	0
14	3170000	0	0	0	0
14	3180000	0	0	0	0
14	3190000	0	0	0	0
14	3200000	0	0	0	0
14	3210000	0	0	0	0
14	3220000	0	0	0	0
14	3230000	0	0	0	0
14	3240000	0	0	0	0
14	3250000	0	0	0	0
14	3260000	0	0	0	0
14	3270000	0	0	0	0
14	3280000	0	0	0	0
14	3290000	0	0	0	0
14	3300000	0	0	0	0
14	3310000	0	0	0	0
14	3320000	0	0	0	0
14	3330000	0	0	0	0
14	3340000	0	0	0	0
14	3350000	0	0	0	0
14	3360000	0	0	0	0
14	3370000	0	0	0	0
14	3380000	0	0	0	0
14	3390000	0	0	0	0
14	3400000	0	0	0	0
14	3410000	0	0	0	0
14	3420000	0	0	0	0
14	3430000	0	0	0	0
14	3440000	0	0	0	0
14	3450000	0	0	0	0
14	3460000	0	0	0	0
14	3470000	0	0	0	0
14	3480000	0	0	0	0
14	3490000	0	0	0	0
14	3500000	0	0	0	0
14	3510000	0	0	0	0
14	3520000	0	0	0	0
14	3530000	0	0	0	0
14	3540000	0	0	0	0
14	3550000	0	0	0	0
14	3560000	0	0	0	0
14	3570000	0	0	0	0
14	3580000	0	0	0	0
14	3590000	0	0	0	0
14	3600000	0	0	0	0
14	3610000	0	0	0	0
14	3620000	0	0	0	0
14	3630000	0	0	0	0
14	3640000	0	0	0	0
14	3650000	0	0	0	0
14	3660000	0	0	0	0
14	3670000	0	0	0	0
14	3680000	0	0	0	0
14	3690000	0	0	0	0
14	3700000	0	0	0	0
14	3710000	0	0	0	0
14	3720000	0	0	0	0
14	3730000	0	0	0	0
14	3740000	0	0	0	0
14	3750000	0	0	0	0
14	3760000	0	0	0	0
14	3770000	0	0	0	0
14	3780000	0	0	0	0
14	3790000	0	0	0	0
14	3800000	0	0	0	0
14	3810000	0	0	0	0
14	3820000	0	0	0	0
14	3830000	0	0	0	0
14	3840000	0	0	0	0
14	3850000	0	0	0	0
14	3860000	0	0	0	0
14	3870000	0	0	0	0
14	3880000	0	0	0	0
14	3890000	0	0	0	0
14	3900000	0	0	0	0
14	3910000	0	0	0	0
14	3920000	0	0	0	0
14	3930000	0	0	0	0
14	3940000	0	0	0	0
14	3950000	0	0	0	0
14	3960000	0	0	0	0
14	3970000	0	0	0	0
14	3980000	0	0	0	0
14	3990000	0	0	0	0
14	4000000	0	0	0	0
14	4010000	0	0	0	0
14	4020000	0	0	0	0
14	4030000	0	0	0	0
14	4040000	0	0	0	0
14	4050000	0	0	0	0
14	4060000	0	0	0	0
14	4070000	0	0	0	0
14	4080000	0	0	0	0
14	4090000	0	0	0	0
14	4100000	0	0	0	0
14	4110000	0	0	0	0
14	4120000	0	0	0	0
14	4130000	0	0	0	0
14	4140000	0	0	0	0
14	4150000	0	0	0	0
14	4160000	0	0	0	0
14	4170000	0	0	0	0
14	4180000	0	0	0	0
14	4190000	0	0	0	0
14	4200000	0	0	0	0
14	4210000	0	0	0	0
14	4220000	0	0	0	0
14	4230000	0	0	0	0
14	4240000	0	0	0	0
14	4250000	0	0	0	0
14	4260000	0	0	0	0
14	4270000	0	0	0	0
14	4280000	0	0	0	0
14	4290000	0	0	0	0
14	4300000	0	0	0	0
14	4310000	0	0	0	0
14	4320000	0	0	0	0
14	4330000	0	0	0	0
14	4340000	0	0	0	0
14	4350000	0	0	0	0
14	4360000	0	0	0	0
14	4370000	0	0	0	0
14	4380000	0	0	0	0
14	4390000	0	0	0	0
14	4400000	0	0	0	0
14	4410000	0	0	0	0
14	4420000	0	0	0	0
14	4430000	0	0	0	0
14	4440000	0	0	0	0
14	4450000	0	0	0	0
14	4460000	0	0	0	0
14	4470000	0	0	0	0
14	4480000	0	0	0	0
14	4490000	0	0	0	0
14	4500000	0	0	0	0
14	4510000	0	0	0	0
14	4520000	0	0	0	0
14	4530000	0	0	0	0
14	4540000	0	0	0	0
14	4550000	0	0	0	0
14	4560000	0	0	0	0
14	4570000	0	0	0	0
14	4580000	0	0	0	0
14	4590000	0	0	0	0
14	4600000	0	0	0	0
14	4610000	0	0	0	0
14	4620000	0	0	0	0
14	4630000	0	0	0	0
14	4640000	0	0	0	0
14	4650000	0	0	0	0
14	4660000	0	0	0	0
14	4670000	0	0	0	0
14	4680000	0	0	0	0
14	4690000	0	0	0	0
14	4700000	0	0	0	0
14	4710000	0	0	0	0
14	4720000	0	0	0	0
14	4730000	0	0	0	0
14	4740000	0	0	0	0
14	4750000	0	0	0	0
14	4760000	0	0	0	0
14	4770000	0	0	0	0
14	4780000	0	0	0	0
14	4790000	0	0	0	0
14	4800000	0	0	0	0
14	4810000	0	0	0	0
14	4820000	0	0	0	0
14	4830000	0	0	0	0
14	4840000	0	0	0	0
14	4850000	0	0	0	0
14	4860000	0	0	0	0
14	4870000	0	0	0	0
14	4880000	0	0	0	0
14	4890000	0	0	0	0
14	4900000	0	0	0	0
14	4910000	0	0	0	0
14	4920000	0	0	0	0
14	4930000	0	0	0	0
14	4940000	0	0	0	0
14	4950000	0	0	0	0
14	4960000	0	0	0	0
14	4970000	0	0	0	0
14	4980000	0	0	0	0
14	4990000	0	0	0	0
14	5000000	0	0	0	0
14	5010000	0	0	0	0
14	5020000	0	0	0	0
14	5030000	0	0	0	0
14	5040000	0	0	0	0
14	5050000	0	0	0	0
14	5060000	0	0	0	0
14	5070000	0	0	0	0
14	5080000	0	0	0	0
14	5090000	0	0	0	0
14	5100000	0	0	0	0
14	5110000	0	0	0	0
14	5120000	0	0	0	0
14	5130000	0	0	0	0
14	5140000	0	0	0	0
14	5150000	0	0	0	0
14	5160000	0	0	0	0
14	5170000	0	0	0	0
14	5180000	0	0	0	0
14	5190000	0	0	0	0
14	5200000	0	0	0	0
14	5210000	0	0	0	0
14	5220000	0	0	0	0
14	5230000	0	0	0	0
14	5240000	0	0	0	0
14	5250000	0	0	0	0
14	5260000	0	0	0	0
14	5270000	0	0	0	0
14	5280000	0	0	0	0
14	5290000	0	0	0	0
14	5300000	0	0	0	0
14	5310000	0	0	0	0
14	5320000	0	0	0	0
14	5330000	0	0	0	0
14	5340000	0	0	0	0
14	5350000	0	0	0	0
14	5360000	0	0	0	0
14	5370000	0	0	0	0
14	5380000	0	0	0	0
14	5390000	0	0	0	0
14	5400000	0	0	0	0
14	5410000	0	0	0	0
14	5420000	0	0	0	0
14	5430000	0	0	0	0
14	5440000	0	0	0	0
14	5450000	0	0	0	0
14	5460000	0	0	0	0
14	5470000	0	0	0	0
14	5480000	0	0	0	0
14	5490000	0	0	0	0
14	5500000	0	0	0	0
14	5510000	0	0	0	0
14	5520000	0	0	0	0
14	5530000	0	0	0	0
14	5540000	0	0	0	0
14	5550000	0	0	0	0
14	5560000	0	0	0	0
14	5570000	0	0	0	0
14	5580000	0	0	0	0
14	5590000	0	0	0	0
14	5600000	0	0	0	0
14	5610000	0	0	0	0
14	5620000	0	0	0	0
14	5630000	0	0	0	0
14	5640000	0	0	0	0
14	5650000	0	0	0	0
14	5660000	0	0	0	0
14	5670000	0	0	0	0
14	5680000	0	0	0	0
14	5690000	0	0	0	0
14	5700000	0	0	0	0
14	5710000	0	0	0	0
14	5720000	0	0	0	0
14	5730000	0	0	0	0
14	5740000	0	0	0	0
14	5750000	0	0	0	0
14	5760000	0	0	0	0
14	5770000	0	0	0	0
14	5780000	0	0	0	0
14	5790000	0	0	0	0
14	5800000	0	0	0	0
14	5810000	0	0	0	0
14	5820000	0	0	0	0
14	5830000	0	0	0	0
14	5840000	0	0	0	0
14	5850000	0	0	0	0
14	5860000	0	0	0	0
14	5870000	0	0	0	0
14	5880000	0	0	0	0
14	5890000	0	0	0	0
14	5900000	0	0	0	0
14	5910000	0	0	0	0
14	5920000	0	0	0	0
14	5930000	0	0	0	0
14	5940000	0	0	0	0
14	5950000	0	0	0	0
14	5960000	0	0	0	0
14	5970000	0	0	0	0
14	5980000	0	0	0	0
14	5990000	0	0	0	0
14	6000000	0	0	0	0
14	6010000	0	0	0	0
14	6020000	0	0	0	0
14	6030000	0	0	0	0
14	6040000	0	0	0	0
14	6050000	0	0	0	0
14	6060000	0	0	0	0
14	6070000	0	0	0	0
14	6080000	0	0	0	0
14	6090000	0	0	0	0
14	6100000	0	0	0	0
14	6110000	0	0	0	0
14	6120000	0	0	0	0
14	6130000	0	0	0	0
14	6140000	0	0	0	0
14	6150000	0	0	0	0
14	6160000	0	0	0	0
14	6170000	0	0	0	0
14	6180000	0	0	0	0
14	6190000	0	0	0	0
14	6200000	0	0	0	0
14	6210000	0	0	0	0
14	6220000	0	0	0	0
14	6230000	0	0	0	0
14	6240000	0	0	0	0
14	6250000	0	0	0	0
14	6260000	0	0	0	0
14	6270000	0	0	0	0
14	6280000	0	0	0	0
14	6290000	0	0	0	0
14	6300000	0	0	0	0
14	6310000	0	0	0	0
14	6320000	0	0	0	0
14	6330000	0	0	0	0
14	6340000	0	0	0	0
14	6350000	0	0	0	0
14	6360000	0	0	0	0
14	6370000	0	0	0	0
14	6380000	0	0	0	0
14	6390000	0	0	0	0
14	6400000	0	0	0	0
14	6410000	0	0	0	0
14	6420000	0	0	0	0
14	6430000	0	0	0	0
14	6440000	0	0	0	0
14	6450000	0	0	0	0
14	6460000	0	0	0	0
14	6470000	0	0	0	0
14	6480000	0	0	0	0
14	6490000	0	0	0	0
14	6500000	0	0	0	0
14	6510000	0	0	0	0
14	6520000	0	0	0	0
14	6530000	0	0	0	0
14	6540000	0	0	0	0
14	6550000	0	0	0	0
14	6560000	0	0	0	0
14	6570000	0	0	0	0
14	6580000	0	0	0	0
14	6590000	0	0	0	0
14	6600000	0	0	0	0
14	6610000	0	0	0	0
14	6620000	0	0	0	0
14	6630000	0	0	0	0
14	6640000	0	0	0	0
14	6650000	0	0	0	0
14	6660000	0	0	0	0
14	6670000	0	0	0	0
14	6680000	0	0	0	0
14	6690000	0	0	0	0
14	6700000	0	0	0	0
14	6710000	0	0	0	0
14	6720000	0	0	0	0
14	6730000	0	0	0	0
14	6740000	0	0	0	0
14	6750000	0	0	0	0
14	6760000	0	0	0	0
14	6770000	0	0	0	0
14	6780000	0	0	0	0
14	6790000	0	0	0	0
14	6800000	0	0	0	0
14	6810000	0	0	0	0
14	6820000	0	0	0	0
14	6830000	0	0	0	0
14	6840000	0	0	0	0
14	6850000	0	0	0	0
14	6860000	0	0	0	0
14	6870000	0	0	0	0
14	6880000	0	0	0	0
14	6890000	0	0	0	0
14	6900000	0	0	0	0
14	6910000	0	0	0	0
14	6920000	0	0	0	0
14	6930000	0	0	0	0
14	6940000	0	0	0	0
14	6950000	0	0	0	0
14	6960000	0	0	0	0
14	6970000	0	0	0	0
14	6980000	0	0	0	0
14	6990000	0	0	0	0
14	7000000	0	0	0	0
14	7010000	0	0	0	0
14	7020000	0	0	0	0
14	7030000	0	0	0	0
14	7040000	0	0	0	0
14	7050000	0	0	0	0
14	7060000	0	0	0	0
14	7070000	0	0	0	0
14	7080000	0	0	0	0
14	7090000	0	0	0	0
14	7100000	0	0	0	0
14	7110000	0	0	0	0
14	7120000	0	0	0	0
14	7130000	0	0	0	0
14	7140000	0	0	0	0
14	7150000	0	0	0	0
14	7160000	0	0	0	0
14	7170000	0	0	0	0
14	7180000	0	0	0	0
14	7190000	0	0	0	0
14	7200000	0	0	0	0
14	7210000	0	0	0	0
14	7220000	0	0	0	0
14	7230000	0	0	0	0
14	7240000	0	0	0	0
14	7250000	0	0	0	0
14	7260000	0	0	0	0
14	7270000	0	0	0	0
14	7280000	0	0	0	0
14	7290000	0	0	0	0
14	7300000	0	0	0	0
14	7310000	0	0	0	0
14	7320000	0	0	0	0
14	7330000	0	0	0	0
14	7340000	0	0	0	0
14	7350000	0	0	0	0
14	7360000	0	0	0	0
14	7370000	0	0	0	0
14	7380000	0	0	0	0
14	7390000	0	0	0	0
14	7400000	0	0	0	0
14	7410000	0	0	0	0
14	7420000	0	0	0	0
14	7430000	0	0	0	0
14	7440000	0	0	0	0
14	7450000	0	0	0	0
14	7460000	0	0	0	0
14	7470000	0	0	0	0
14	7480000	0	0	0	0
14	7490000	0	0	0	0
14	7500000	0	0	0	0
14	7510000	0	0	0	0
14	7520000	0	0	0	0
14	7530000	0	0	0	0
14	7540000	0	0	0	0
14	7550000	0	0	0	0
14	7560000	0	0	0	0
14	7570000	0	0	0	0
14	7580000	0	0	0	0
14	7590000	0	0	0	0
14	7600000	0	0	0	0
14	7610000	0	0	0	0
14	7620000	0	0	0	0
14	7630000	0	0	0	0
14	7640000	0	0	0	0
14	7650000	0	0	0	0
14	7660000	0	0	0	0
14	7670000	0	0	0	0
14	7680000	0	0	0	0
14	7690000	0	0	0	0
14	7700000	0	0	0	0
14	7710000	0	0	0	0
14	7720000	0	0	0	0
14	7730000	0	0	0	0
14	7740000	0	0	0	0
14	7750000	0	0	0	0
14	7760000	0	0	0	0
14	7770000	0	0	0	0
14	7780000	0	0	0	0
14	7790000	0	0	0	0
14	7800000	0	0	0	0
14	7810000	0	0	0	0
14	7820000	0	0	0	0
14	7830000	0	0	0	0
14	7840000	0	0	0	0
14	7850000	0	0	0	0
14	7860000	0	0	0	0
14	7870000	0	0	0	0
14	7880000	0	0	0	0
14	7890000	0	0	0	0
14	7900000	0	0	0	0
14	7910000	0	0	0	0
14	7920000	0	0	0	0
14	7930000	0	0	0	0
14	7940000	0	0	0	0
14	7950000	0	0	0	0
14	7960000	0	0	0	0
14	7970000	0	0	0	0
14	7980000	0	0	0	0
14	7990000	0	0	0	0
14	8000000	0	0	0	0
14	8010000	0	0	0	0
14	8020000	0	0	0	0
14	8030000	0	0	0	0
14	8040000	0	0	0	0
14	8050000	0	0	0	0
14	8060000	0	0	0	0
14	8070000	0	0	0	0
14	8080000	0	0	0	0
14	8090000	0	0	0	0
14	8100000	0	0	0	0
14	8110000	0	0	0	0
14	8120000	0	0	0	0
14	8130000	0	0	0	0
14	8140000	0	0	0	0
14	8150000	0	0	0	0
14	8160000	0	0	0	0
14	8170000	0	0	0	0
14	8180000	0	0	0	0
14	8190000	0	0	0	0
14	8200000	0	0	0	0
14	8210000	0	0	0	0
14	8220000	0	0	0	0
14	8230000	0	0	0	0
14	8240000	0	0	0	0
14	8250000	0	0	0	0
14	8260000	0	0	0	0
14	8270000	0	0	0	0
14	8280000	0	0	0	0
14	8290000	0	0	0	0
14	8300000	0	0	0	0
14	8310000	0	0	0	0
14	8320000	0	0	0	0
14	8330000	0	0	0	0
14	8340000	0	0	0	0
14	8350000	0	0	0	0
14	8360000	0	0	0	0
14	8370000	0	0	0	0
14	8380000	0	0	0	0
14	8390000	0	0	0	0
14	8400000	0	0	0	0
14	8410000	0	0	0	0
14	8420000	0	0	0	0
14	8430000	0	0	0	0
14	8440000	0	0	0	0
14	8450000	0	0	0	0
14	8460000	0	0	0	0
14	8470000	0	0	0	0
14	8480000	0	0	0	0
14	8490000	0	0	0	0
14	8500000	0	0	0	0
14	8510000	0	0	0	0
14	8520000	0	0	0	0
14	8530000	0	0	0	0
14	8540000	0	0	0	0
14	8550000	0	0	0	0
14	8560000	0	0	0	0
14	8570000	0	0	0	0
14	8580000	0	0	0	0
14	8590000	0	0	0	0
14	8600000	0	0	0	0
14	8610000	0	0	0	0
14	8620000	0	0	0	0
14	8630000	0	0	0	0
14	8640000	0	0	0	0
14	8650000	0	0	0	0
14	8660000	0	0	0	0
14	8670000	0	0	0	0
14	8680000	0	0	0	0
14	8690000	0	0	0	0
14	8700000	0	0	0	0
14	8710000	0	0	0	0
14	8720000	0	0	0	0
14	8730000	0	0	0	0
14	8740000	0	0	0	0
14	8750000	0	0	0	0
14	8760000	0	0	0	0
14	8770000	0	0	0	0
14	8780000	0	0	0	0
14	8790000	0	0	0	0
14	8800000	0	0	0	0
14	8810000	0	0	0	0
14	8820000	0	0	0	0
14	8830000	0	0	0	0
14	8840000	0	0	0	0
14	8850000	0	0	0	0
14	8860000	0	0	0	0
14	8870000	0	0	0	0
14	8880000	0	0	0	0
14	8890000	0	0	0	0
14	8900000	0	0	0	0
14	8910000	0	0	0	0
14	8920000	0	0	0	0
14	8930000	0	0	0	0
14	8940000	0	0	0	0
14	8950000	0	0	0	0
14	8960000	0	0	0	0
14	8970000	0	0	0	0
14	8980000	0	0	0	0
14	8990000	0	0	0	0
14	9000000	0	0	0	0
14	9010000	0	0	0	0
14	9020000	0	0	0	0
14	9030000	0	0	0	0
14	9040000	0	0	0	0
14	9050000	0	0	0	0
14	9060000	0	0	0	0
14	9070000	0	0	0	0
14	9080000	0	0	0	0
14	9090000	0	0	0	0
14	9100000	0	0	0	0
14	9110000	0	0	0	0
14	9120000	0	0	0	0
14	9130000	0	0	0	0
14	9140000	0	0	0	0
14	9150000	0	0	0	0
14	9160000	0	0	0	0
14	9170000	0	0	0	0
14	9180000	0	0	0	0
14	9190000	0	0	0	0
14	9200000	0	0	0	0
14	9210000	0	0	0	0
14	9220000	0	0	0	0
14	9230000	0	0	0	0
14	9240000	0	0	0	0
14	9250000	0	0	0	0
14	9260000	0	0	0	0
14	9270000	0	0	0	0
14	9280000	0	0	0	0
14	9290000	0	0	0	0
14	9300000	0	0	0	0
14	9310000	0	0	0	0
14	9320000	0	0	0	0
14	9330000	0	0	0	0
14	9340000	0	0	0	0
14	9350000	0	0	0	0
14	9360000	0	0	0	0
14	9370000	0	0	0	0
14	9380000	0	0	0	0
14	9390000	0	0	0	0
14	9400000	0	0	0	0
14	9410000	0	0	0	0
14	9420000	0	0	0	0
14	9430000	0	0	0	0
14	9440000	0	0	0	0
14	9450000	0	0	0	0
14	9460000	0	0	0	0
14	9470000	0	0	0	0
14	9480000	0	0	0	0
14	9490000	0	0	0	0
14	9500000	0	0	0	0
14	9510000	0	0	0	0
14	9520000	0	0	0	0
14	9530000	0	0	0	0
14	9540000	0	0	0	0
14	9550000	0	0	0	0
14	9560000	0	0	0	0
14	9570000	0	0	0	0
14	9580000	0	0	0	0
14	9590000	0	0	0	0
14	9600000	0	0	0	0
14	9610000	0	0	0	0
14	9620000	0	0	0	0
14	9630000	0	0	0	0
14	9640000	0	0	0	0
14	9650000	0	0	0	0
14	9660000	0	0	0	0
14	9670000	0	0	0	0
14	9680000	0	0	0	0
14	9690000	0	0	0	0
14	9700000	0	0	0	0
14	9710000	0	0	0	0
14	9720000	0	0	0	0
14	9730000	0	0	0	0
14	9740000	0	0	0	0
14	9750000	0	0	0	0
14	9760000	0	0	0	0
14	9770000	0	0	0	0
14	9780000	0	0	0	0
14	9790000	0	0	0	0
14	9800000	0	0	0	0
14	9810000	0	0	0	0
14	9820000	0	0	0	0
14	9830000	0	0	0	0
14	9840000	0	0	0	0
14	9850000	0	0	0	0
14	9860000	0	0	0	0
14	9870000	0	0	0	0
14	9880000	0	0	0	0
14	9890000	0	0	0	0
14	9900000	0	0	0	0
14	9910000	0	0	0	0
14	9920000	0	0	0	0
14	9930000	0	0	0	0
14	9940000	0	0	0	0
14	9950000	0	0	0	0
14	9960000	0	0	0	0
14	9970000	0	0	0	0
14	9980000	0	0	0	0
14	9990000	0	0	0	0
14	10000000	0	0	0	0
14	10010000	0	0	0	0
14	10020000	0	0	0	0
14	10030000	0	0	0	0
14	10040000	0	0	0	0
14	10050000	0	0	0	0
14	10060000	0	0	0	0
